AFORE,SIEFORE,Fecha,IRN,Ranking
  XXI-Banorte,SB 90-94,oct-22,5.98,5
  Azteca,SB 90-94,nov-22,4.88,9
  Citibanamex,SB 90-94,nov-22,5.37,8
  Coppel,SB 90-94,nov-22,5.42,7
  Inbursa,SB 90-94,nov-22,6.20,2
  Invercap,SB 90-94,nov-22,4.84,10
  PensionISSSTE,SB 90-94,nov-22,6.12,3
  Principal,SB 90-94,nov-22,5.48,6
  Profuturo,SB 90-94,nov-22,6.54,1
  SURA,SB 90-94,nov-22,6.01,4
  XXI-Banorte,SB 90-94,nov-22,5.76,5
  Azteca,SB 90-94,dic-22,4.77,9
  Citibanamex,SB 90-94,dic-22,5.26,8
  Coppel,SB 90-94,dic-22,5.33,7
  Inbursa,SB 90-94,dic-22,6.17,2
  Invercap,SB 90-94,dic-22,4.75,10
  PensionISSSTE,SB 90-94,dic-22,6.01,3
  Principal,SB 90-94,dic-22,5.35,6
  Profuturo,SB 90-94,dic-22,6.39,1
  SURA,SB 90-94,dic-22,5.89,4
  XXI-Banorte,SB 90-94,dic-22,5.65,5
  Azteca,SB Inicial,ene-22,7.27,8
  Citibanamex,SB Inicial,ene-22,8.36,4
  Coppel,SB Inicial,ene-22,7.62,6
  Inbursa,SB Inicial,ene-22,7.20,9
  Invercap,SB Inicial,ene-22,7.02,10
  PensionISSSTE,SB Inicial,ene-22,7.44,7
  Principal,SB Inicial,ene-22,8.26,5
  Profuturo,SB Inicial,ene-22,9.49,1
  SURA,SB Inicial,ene-22,9.05,2
  XXI-Banorte,SB Inicial,ene-22,8.40,3
  Azteca,SB Inicial,feb-22,7.27,8
  Citibanamex,SB Inicial,feb-22,8.36,4
  Coppel,SB Inicial,feb-22,7.62,6
  Inbursa,SB Inicial,feb-22,7.17,9
  Invercap,SB Inicial,feb-22,7.06,10
  PensionISSSTE,SB Inicial,feb-22,7.55,7
  Principal,SB Inicial,feb-22,8.27,5
  Profuturo,SB Inicial,feb-22,9.48,1
  SURA,SB Inicial,feb-22,9.05,2
  XXI-Banorte,SB Inicial,feb-22,8.42,3
  Azteca,SB Inicial,mar-22,7.21,8
  Citibanamex,SB Inicial,mar-22,8.24,4
  Coppel,SB Inicial,mar-22,7.55,7
  Inbursa,SB Inicial,mar-22,7.15,9
  Invercap,SB Inicial,mar-22,7.04,10
  PensionISSSTE,SB Inicial,mar-22,7.60,6
  Principal,SB Inicial,mar-22,8.18,5
  Profuturo,SB Inicial,mar-22,9.38,1
  SURA,SB Inicial,mar-22,8.94,2
  XXI-Banorte,SB Inicial,mar-22,8.32,3
  Azteca,SB Inicial,abr-22,7.10,8
  Citibanamex,SB Inicial,abr-22,8.07,4
  Coppel,SB Inicial,abr-22,7.42,7
  Inbursa,SB Inicial,abr-22,7.09,9
  Invercap,SB Inicial,abr-22,6.97,10
  PensionISSSTE,SB Inicial,abr-22,7.58,6
  Principal,SB Inicial,abr-22,8.06,5
  Profuturo,SB Inicial,abr-22,9.24,1
  SURA,SB Inicial,abr-22,8.79,2
  XXI-Banorte,SB Inicial,abr-22,8.19,3
  Azteca,SB Inicial,may-22,6.79,9
  Citibanamex,SB Inicial,may-22,7.62,5
  Coppel,SB Inicial,may-22,7.11,7
  Inbursa,SB Inicial,may-22,6.97,8
  Invercap,SB Inicial,may-22,6.64,10
  PensionISSSTE,SB Inicial,may-22,7.36,6
  Principal,SB Inicial,may-22,7.64,4
  Profuturo,SB Inicial,may-22,8.86,1
  SURA,SB Inicial,may-22,8.38,2
  XXI-Banorte,SB Inicial,may-22,7.79,3
  Azteca,SB Inicial,jun-22,6.38,9
  Citibanamex,SB Inicial,jun-22,7.05,5
  Coppel,SB Inicial,jun-22,6.72,8
  Inbursa,SB Inicial,jun-22,6.83,7
  Invercap,SB Inicial,jun-22,6.21,10
  PensionISSSTE,SB Inicial,jun-22,7.01,6
  Principal,SB Inicial,jun-22,7.12,4
  Profuturo,SB Inicial,jun-22,8.37,1
  SURA,SB Inicial,jun-22,7.87,2
  XXI-Banorte,SB Inicial,jun-22,7.29,3
  Azteca,SB Inicial,jul-22,6.00,9
  Citibanamex,SB Inicial,jul-22,6.51,7
  Coppel,SB Inicial,jul-22,6.37,8
  Inbursa,SB Inicial,jul-22,6.68,4
  Invercap,SB Inicial,jul-22,5.77,10
  PensionISSSTE,SB Inicial,jul-22,6.64,5
  Principal,SB Inicial,jul-22,6.61,6
  Profuturo,SB Inicial,jul-22,7.88,1
  SURA,SB Inicial,jul-22,7.36,2
  XXI-Banorte,SB Inicial,jul-22,6.80,3
  Azteca,SB Inicial,ago-22,5.74,9
  Citibanamex,SB Inicial,ago-22,6.20,7
  Coppel,SB Inicial,ago-22,6.09,8
  Inbursa,SB Inicial,ago-22,6.55,3
  Invercap,SB Inicial,ago-22,5.52,10
  PensionISSSTE,SB Inicial,ago-22,6.39,5
  Principal,SB Inicial,ago-22,6.28,6
  Profuturo,SB Inicial,ago-22,7.59,1
  SURA,SB Inicial,ago-22,7.06,2
  XXI-Banorte,SB Inicial,ago-22,6.52,4
  Azteca,SB Inicial,sep-22,5.38,9
  Citibanamex,SB Inicial,sep-22,5.80,7
  Coppel,SB Inicial,sep-22,5.75,8
  Inbursa,SB Inicial,sep-22,6.36,3
  Invercap,SB Inicial,sep-22,5.18,10
  PensionISSSTE,SB Inicial,sep-22,6.08,5
  Principal,SB Inicial,sep-22,5.89,6
  Profuturo,SB Inicial,sep-22,7.20,1
  SURA,SB Inicial,sep-22,6.68,2
  XXI-Banorte,SB Inicial,sep-22,6.17,4
  Azteca,SB Inicial,oct-22,4.99,9
  Citibanamex,SB Inicial,oct-22,5.35,8
  Coppel,SB Inicial,oct-22,5.38,7
  Inbursa,SB Inicial,oct-22,6.17,3
  Invercap,SB Inicial,oct-22,4.77,10
  PensionISSSTE,SB Inicial,oct-22,5.76,4
  Principal,SB Inicial,oct-22,5.44,6
  Profuturo,SB Inicial,oct-22,6.76,1
  SURA,SB Inicial,oct-22,6.21,2
  XXI-Banorte,SB Inicial,oct-22,5.75,5
  Azteca,SB Inicial,nov-22,4.77,9
  Citibanamex,SB Inicial,nov-22,5.13,8
  Coppel,SB Inicial,nov-22,5.19,7
  Inbursa,SB Inicial,nov-22,6.10,2
  Invercap,SB Inicial,nov-22,4.56,10
  PensionISSSTE,SB Inicial,nov-22,5.59,4
  Principal,SB Inicial,nov-22,5.23,6
  Profuturo,SB Inicial,nov-22,6.51,1
  SURA,SB Inicial,nov-22,5.97,3
  XXI-Banorte,SB Inicial,nov-22,5.53,5
  Azteca,SB Inicial,dic-22,4.66,9
  Citibanamex,SB Inicial,dic-22,5.01,8
  Coppel,SB Inicial,dic-22,5.10,7
  Inbursa,SB Inicial,dic-22,6.08,2
  Invercap,SB Inicial,dic-22,4.47,10
  PensionISSSTE,SB Inicial,dic-22,5.50,4
  Principal,SB Inicial,dic-22,5.12,6
  Profuturo,SB Inicial,dic-22,6.36,1
  SURA,SB Inicial,dic-22,5.85,3
  XXI-Banorte,SB Inicial,dic-22,5.43,5
  Azteca,SB Final,ene-23,5.33,4
  Citibanamex,SB Final,ene-23,4.71,9
  Coppel,SB Final,ene-23,5.60,1
  Inbursa,SB Final,ene-23,5.60,2
  Invercap,SB Final,ene-23,5.05,6
  PensionISSSTE,SB Final,ene-23,5.57,3
  Principal,SB Final,ene-23,4.96,8
  Profuturo,SB Final,ene-23,4.47,10
  SURA,SB Final,ene-23,5.20,5
  XXI-Banorte,SB Final,ene-23,5.00,7
  Azteca,SB Final,feb-23,5.31,4
  Citibanamex,SB Final,feb-23,4.69,9
  Coppel,SB Final,feb-23,5.59,1
  Inbursa,SB Final,feb-23,5.57,2
  Invercap,SB Final,feb-23,5.01,6
  PensionISSSTE,SB Final,feb-23,5.55,3
  Principal,SB Final,feb-23,4.92,8
  Profuturo,SB Final,feb-23,4.44,10
  SURA,SB Final,feb-23,5.16,5
  XXI-Banorte,SB Final,feb-23,4.96,7
  Azteca,SB Final,mar-23,5.31,4
  Citibanamex,SB Final,mar-23,4.71,9
  Coppel,SB Final,mar-23,5.57,1
  Inbursa,SB Final,mar-23,5.53,2
  Invercap,SB Final,mar-23,4.96,6
  PensionISSSTE,SB Final,mar-23,5.52,3
  Principal,SB Final,mar-23,4.91,8
  Profuturo,SB Final,mar-23,4.43,10
  SURA,SB Final,mar-23,5.15,5
  XXI-Banorte,SB Final,mar-23,4.95,7
  Azteca,SB Final,abr-23,5.36,4
  Citibanamex,SB Final,abr-23,4.78,9
  Coppel,SB Final,abr-23,5.57,1
  Inbursa,SB Final,abr-23,5.51,2
  Invercap,SB Final,abr-23,4.94,8
  PensionISSSTE,SB Final,abr-23,5.51,3
  Principal,SB Final,abr-23,4.95,7
  Profuturo,SB Final,abr-23,4.48,10
  SURA,SB Final,abr-23,5.20,5
  XXI-Banorte,SB Final,abr-23,4.99,6
  Azteca,SB Final,may-23,5.38,4
  Citibanamex,SB Final,may-23,4.80,9
  Coppel,SB Final,may-23,5.55,1
  Inbursa,SB Final,may-23,5.47,3
  Invercap,SB Final,may-23,4.91,8
  PensionISSSTE,SB Final,may-23,5.48,2
  Principal,SB Final,may-23,4.95,7
  Profuturo,SB Final,may-23,4.49,10
  SURA,SB Final,may-23,5.19,5
  XXI-Banorte,SB Final,may-23,4.97,6
  Azteca,SB Final,jun-23,5.39,4
  Citibanamex,SB Final,jun-23,4.75,9
  Coppel,SB Final,jun-23,5.56,1
  Inbursa,SB Final,jun-23,5.41,3
  Invercap,SB Final,jun-23,4.90,8
  PensionISSSTE,SB Final,jun-23,5.49,2
  Principal,SB Final,jun-23,4.95,7
  Profuturo,SB Final,jun-23,4.48,10
  SURA,SB Final,jun-23,5.16,5
  XXI-Banorte,SB Final,jun-23,4.95,6
  Azteca,SB Final,jul-23,5.40,3
  Citibanamex,SB Final,jul-23,4.67,9
  Coppel,SB Final,jul-23,5.55,1
  Inbursa,SB Final,jul-23,5.33,4
  Invercap,SB Final,jul-23,4.88,8
  PensionISSSTE,SB Final,jul-23,5.49,2
  Principal,SB Final,jul-23,4.93,6
  Profuturo,SB Final,jul-23,4.44,10
  SURA,SB Final,jul-23,5.10,5
  XXI-Banorte,SB Final,jul-23,4.91,7
  Azteca,SB Final,ago-23,5.43,3
  Citibanamex,SB Final,ago-23,4.60,9
  Coppel,SB Final,ago-23,5.55,1
  Inbursa,SB Final,ago-23,5.27,4
  Invercap,SB Final,ago-23,4.90,7
  PensionISSSTE,SB Final,ago-23,5.51,2
  Principal,SB Final,ago-23,4.92,6
  Profuturo,SB Final,ago-23,4.41,10
  SURA,SB Final,ago-23,5.07,5
  XXI-Banorte,SB Final,ago-23,4.87,8
  Azteca,SB Final,sep-23,5.45,3
  Citibanamex,SB Final,sep-23,4.52,9
  Coppel,SB Final,sep-23,5.53,1
  Inbursa,SB Final,sep-23,5.24,4
  Invercap,SB Final,sep-23,4.93,6
  PensionISSSTE,SB Final,sep-23,5.51,2
  Principal,SB Final,sep-23,4.91,7
  Profuturo,SB Final,sep-23,4.37,10
  SURA,SB Final,sep-23,5.02,5
  XXI-Banorte,SB Final,sep-23,4.84,8
  Azteca,SB Final,oct-23,5.44,3
  Citibanamex,SB Final,oct-23,4.40,9
  Coppel,SB Final,oct-23,5.48,2
  Inbursa,SB Final,oct-23,5.23,4
  Invercap,SB Final,oct-23,4.95,5
  PensionISSSTE,SB Final,oct-23,5.50,1
  Principal,SB Final,oct-23,4.87,7
  Profuturo,SB Final,oct-23,4.27,10
  SURA,SB Final,oct-23,4.93,6
  XXI-Banorte,SB Final,oct-23,4.78,8
  Azteca,SB 55-59,ene-23,5.23,3
  Citibanamex,SB 55-59,ene-23,4.66,10
  Coppel,SB 55-59,ene-23,4.94,8
  Inbursa,SB 55-59,ene-23,6.20,1
  Invercap,SB 55-59,ene-23,4.79,9
  PensionISSSTE,SB 55-59,ene-23,5.86,2
  Principal,SB 55-59,ene-23,5.19,4
  Profuturo,SB 55-59,ene-23,5.13,6
  SURA,SB 55-59,ene-23,5.15,5
  XXI-Banorte,SB 55-59,ene-23,5.10,7
  Azteca,SB 55-59,feb-23,5.16,3
  Citibanamex,SB 55-59,feb-23,4.61,10
  Coppel,SB 55-59,feb-23,4.91,8
  Inbursa,SB 55-59,feb-23,6.18,1
  Invercap,SB 55-59,feb-23,4.77,9
  PensionISSSTE,SB 55-59,feb-23,5.80,2
  Principal,SB 55-59,feb-23,5.16,4
  Profuturo,SB 55-59,feb-23,5.07,6
  SURA,SB 55-59,feb-23,5.11,5
  XXI-Banorte,SB 55-59,feb-23,5.05,7
  Azteca,SB 55-59,mar-23,5.15,4
  Citibanamex,SB 55-59,mar-23,4.61,10
  Coppel,SB 55-59,mar-23,4.94,8
  Inbursa,SB 55-59,mar-23,6.17,1
  Invercap,SB 55-59,mar-23,4.77,9
  PensionISSSTE,SB 55-59,mar-23,5.77,2
  Principal,SB 55-59,mar-23,5.18,3
  Profuturo,SB 55-59,mar-23,5.08,6
  SURA,SB 55-59,mar-23,5.15,5
  XXI-Banorte,SB 55-59,mar-23,5.05,7
  Azteca,SB 55-59,abr-23,5.23,5
  Citibanamex,SB 55-59,abr-23,4.70,10
  Coppel,SB 55-59,abr-23,5.03,8
  Inbursa,SB 55-59,abr-23,6.18,1
  Invercap,SB 55-59,abr-23,4.84,9
  PensionISSSTE,SB 55-59,abr-23,5.78,2
  Principal,SB 55-59,abr-23,5.27,4
  Profuturo,SB 55-59,abr-23,5.17,6
  SURA,SB 55-59,abr-23,5.29,3
  XXI-Banorte,SB 55-59,abr-23,5.11,7
  Azteca,SB 55-59,may-23,5.25,5
  Citibanamex,SB 55-59,may-23,4.70,10
  Coppel,SB 55-59,may-23,5.05,8
  Inbursa,SB 55-59,may-23,6.15,1
  Invercap,SB 55-59,may-23,4.83,9
  PensionISSSTE,SB 55-59,may-23,5.74,2
  Principal,SB 55-59,may-23,5.29,4
  Profuturo,SB 55-59,may-23,5.19,6
  SURA,SB 55-59,may-23,5.34,3
  XXI-Banorte,SB 55-59,may-23,5.12,7
  Azteca,SB 55-59,jun-23,5.26,5
  Citibanamex,SB 55-59,jun-23,4.64,10
  Coppel,SB 55-59,jun-23,5.02,8
  Inbursa,SB 55-59,jun-23,6.06,1
  Invercap,SB 55-59,jun-23,4.82,9
  PensionISSSTE,SB 55-59,jun-23,5.71,2
  Principal,SB 55-59,jun-23,5.29,4
  Profuturo,SB 55-59,jun-23,5.15,6
  SURA,SB 55-59,jun-23,5.33,3
  XXI-Banorte,SB 55-59,jun-23,5.09,7
  Azteca,SB 55-59,jul-23,5.25,5
  Citibanamex,SB 55-59,jul-23,4.54,10
  Coppel,SB 55-59,jul-23,4.97,8
  Inbursa,SB 55-59,jul-23,5.96,1
  Invercap,SB 55-59,jul-23,4.79,9
  PensionISSSTE,SB 55-59,jul-23,5.67,2
  Principal,SB 55-59,jul-23,5.27,4
  Profuturo,SB 55-59,jul-23,5.09,6
  SURA,SB 55-59,jul-23,5.29,3
  XXI-Banorte,SB 55-59,jul-23,5.04,7
  Azteca,SB 55-59,ago-23,5.25,3
  Citibanamex,SB 55-59,ago-23,4.45,10
  Coppel,SB 55-59,ago-23,4.91,8
  Inbursa,SB 55-59,ago-23,5.87,1
  Invercap,SB 55-59,ago-23,4.76,9
  PensionISSSTE,SB 55-59,ago-23,5.64,2
  Principal,SB 55-59,ago-23,5.24,5
  Profuturo,SB 55-59,ago-23,5.02,6
  SURA,SB 55-59,ago-23,5.25,4
  XXI-Banorte,SB 55-59,ago-23,4.99,7
  Azteca,SB 55-59,sep-23,5.24,3
  Citibanamex,SB 55-59,sep-23,4.36,10
  Coppel,SB 55-59,sep-23,4.85,8
  Inbursa,SB 55-59,sep-23,5.80,1
  Invercap,SB 55-59,sep-23,4.72,9
  PensionISSSTE,SB 55-59,sep-23,5.62,2
  Principal,SB 55-59,sep-23,5.19,4
  Profuturo,SB 55-59,sep-23,4.93,7
  SURA,SB 55-59,sep-23,5.18,5
  XXI-Banorte,SB 55-59,sep-23,4.93,6
  Azteca,SB 55-59,oct-23,5.20,3
  Citibanamex,SB 55-59,oct-23,4.23,10
  Coppel,SB 55-59,oct-23,4.76,8
  Inbursa,SB 55-59,oct-23,5.73,1
  Invercap,SB 55-59,oct-23,4.64,9
  PensionISSSTE,SB 55-59,oct-23,5.59,2
  Principal,SB 55-59,oct-23,5.10,4
  Profuturo,SB 55-59,oct-23,4.79,7
  SURA,SB 55-59,oct-23,5.05,5
  XXI-Banorte,SB 55-59,oct-23,4.84,6
  Azteca,SB 60-64,ene-23,4.93,8
  Citibanamex,SB 60-64,ene-23,4.30,10
  Coppel,SB 60-64,ene-23,4.96,7
  Inbursa,SB 60-64,ene-23,5.98,1
  Invercap,SB 60-64,ene-23,4.55,9
  PensionISSSTE,SB 60-64,ene-23,5.83,3
  Principal,SB 60-64,ene-23,5.53,5
  Profuturo,SB 60-64,ene-23,5.93,2
  SURA,SB 60-64,ene-23,5.77,4
  XXI-Banorte,SB 60-64,ene-23,5.38,6
  Azteca,SB 60-64,feb-23,4.84,8
  Citibanamex,SB 60-64,feb-23,4.21,10
  Coppel,SB 60-64,feb-23,4.90,7
  Inbursa,SB 60-64,feb-23,5.94,1
  Invercap,SB 60-64,feb-23,4.49,9
  PensionISSSTE,SB 60-64,feb-23,5.75,3
  Principal,SB 60-64,feb-23,5.45,5
  Profuturo,SB 60-64,feb-23,5.84,2
  SURA,SB 60-64,feb-23,5.69,4
  XXI-Banorte,SB 60-64,feb-23,5.29,6
  Azteca,SB 60-64,mar-23,4.84,8
  Citibanamex,SB 60-64,mar-23,4.20,10
  Coppel,SB 60-64,mar-23,4.93,7
  Inbursa,SB 60-64,mar-23,5.92,1
  Invercap,SB 60-64,mar-23,4.47,9
  PensionISSSTE,SB 60-64,mar-23,5.72,4
  Principal,SB 60-64,mar-23,5.45,5
  Profuturo,SB 60-64,mar-23,5.84,2
  SURA,SB 60-64,mar-23,5.75,3
  XXI-Banorte,SB 60-64,mar-23,5.29,6
  Azteca,SB 60-64,abr-23,4.96,8
  Citibanamex,SB 60-64,abr-23,4.30,10
  Coppel,SB 60-64,abr-23,5.04,7
  Inbursa,SB 60-64,abr-23,5.94,2
  Invercap,SB 60-64,abr-23,4.54,9
  PensionISSSTE,SB 60-64,abr-23,5.75,4
  Principal,SB 60-64,abr-23,5.54,5
  Profuturo,SB 60-64,abr-23,5.95,1
  SURA,SB 60-64,abr-23,5.91,3
  XXI-Banorte,SB 60-64,abr-23,5.39,6
  Azteca,SB 60-64,may-23,5.01,8
  Citibanamex,SB 60-64,may-23,4.31,10
  Coppel,SB 60-64,may-23,5.04,7
  Inbursa,SB 60-64,may-23,5.90,3
  Invercap,SB 60-64,may-23,4.52,9
  PensionISSSTE,SB 60-64,may-23,5.70,4
  Principal,SB 60-64,may-23,5.53,5
  Profuturo,SB 60-64,may-23,5.96,2
  SURA,SB 60-64,may-23,5.96,1
  XXI-Banorte,SB 60-64,may-23,5.41,6
  Azteca,SB 60-64,jun-23,5.01,7
  Citibanamex,SB 60-64,jun-23,4.28,10
  Coppel,SB 60-64,jun-23,5.00,8
  Inbursa,SB 60-64,jun-23,5.81,3
  Invercap,SB 60-64,jun-23,4.51,9
  PensionISSSTE,SB 60-64,jun-23,5.66,4
  Principal,SB 60-64,jun-23,5.52,5
  Profuturo,SB 60-64,jun-23,5.93,2
  SURA,SB 60-64,jun-23,5.97,1
  XXI-Banorte,SB 60-64,jun-23,5.39,6
  Azteca,SB 60-64,jul-23,5.00,7
  Citibanamex,SB 60-64,jul-23,4.24,10
  Coppel,SB 60-64,jul-23,4.93,8
  Inbursa,SB 60-64,jul-23,5.70,3
  Invercap,SB 60-64,jul-23,4.50,9
  PensionISSSTE,SB 60-64,jul-23,5.62,4
  Principal,SB 60-64,jul-23,5.50,5
  Profuturo,SB 60-64,jul-23,5.89,2
  SURA,SB 60-64,jul-23,5.94,1
  XXI-Banorte,SB 60-64,jul-23,5.35,6
  Azteca,SB 60-64,ago-23,4.97,7
  Citibanamex,SB 60-64,ago-23,4.17,10
  Coppel,SB 60-64,ago-23,4.84,8
  Inbursa,SB 60-64,ago-23,5.59,3
  Invercap,SB 60-64,ago-23,4.46,9
  PensionISSSTE,SB 60-64,ago-23,5.56,4
  Principal,SB 60-64,ago-23,5.46,5
  Profuturo,SB 60-64,ago-23,5.83,2
  SURA,SB 60-64,ago-23,5.89,1
  XXI-Banorte,SB 60-64,ago-23,5.29,6
  Azteca,SB 60-64,sep-23,4.93,7
  Citibanamex,SB 60-64,sep-23,4.11,10
  Coppel,SB 60-64,sep-23,4.75,8
  Inbursa,SB 60-64,sep-23,5.49,4
  Invercap,SB 60-64,sep-23,4.43,9
  PensionISSSTE,SB 60-64,sep-23,5.51,3
  Principal,SB 60-64,sep-23,5.39,5
  Profuturo,SB 60-64,sep-23,5.74,2
  SURA,SB 60-64,sep-23,5.80,1
  XXI-Banorte,SB 60-64,sep-23,5.21,6
  Azteca,SB 60-64,oct-23,4.83,7
  Citibanamex,SB 60-64,oct-23,3.99,10
  Coppel,SB 60-64,oct-23,4.62,8
  Inbursa,SB 60-64,oct-23,5.40,4
  Invercap,SB 60-64,oct-23,4.35,9
  PensionISSSTE,SB 60-64,oct-23,5.47,3
  Principal,SB 60-64,oct-23,5.27,5
  Profuturo,SB 60-64,oct-23,5.61,2
  SURA,SB 60-64,oct-23,5.63,1
  XXI-Banorte,SB 60-64,oct-23,5.08,6
  Azteca,SB 65-69,ene-23,4.73,7
  Citibanamex,SB 65-69,ene-23,4.70,8
  Coppel,SB 65-69,ene-23,4.62,9
  Inbursa,SB 65-69,ene-23,5.88,1
  Invercap,SB 65-69,ene-23,4.48,10
  PensionISSSTE,SB 65-69,ene-23,5.82,2
  Principal,SB 65-69,ene-23,5.54,5
  Profuturo,SB 65-69,ene-23,5.79,3
  SURA,SB 65-69,ene-23,5.58,4
  XXI-Banorte,SB 65-69,ene-23,5.39,6
  Azteca,SB 65-69,feb-23,4.63,7
  Citibanamex,SB 65-69,feb-23,4.60,8
  Coppel,SB 65-69,feb-23,4.56,9
  Inbursa,SB 65-69,feb-23,5.86,1
  Invercap,SB 65-69,feb-23,4.42,10
  PensionISSSTE,SB 65-69,feb-23,5.75,2
  Principal,SB 65-69,feb-23,5.46,5
  Profuturo,SB 65-69,feb-23,5.70,3
  SURA,SB 65-69,feb-23,5.51,4
  XXI-Banorte,SB 65-69,feb-23,5.32,6
  Azteca,SB 65-69,mar-23,4.65,7
  Citibanamex,SB 65-69,mar-23,4.61,8
  Coppel,SB 65-69,mar-23,4.58,9
  Inbursa,SB 65-69,mar-23,5.86,1
  Invercap,SB 65-69,mar-23,4.43,10
  PensionISSSTE,SB 65-69,mar-23,5.76,2
  Principal,SB 65-69,mar-23,5.46,5
  Profuturo,SB 65-69,mar-23,5.71,3
  SURA,SB 65-69,mar-23,5.57,4
  XXI-Banorte,SB 65-69,mar-23,5.35,6
  Azteca,SB 65-69,abr-23,4.79,7
  Citibanamex,SB 65-69,abr-23,4.75,8
  Coppel,SB 65-69,abr-23,4.70,9
  Inbursa,SB 65-69,abr-23,5.89,1
  Invercap,SB 65-69,abr-23,4.52,10
  PensionISSSTE,SB 65-69,abr-23,5.82,3
  Principal,SB 65-69,abr-23,5.56,5
  Profuturo,SB 65-69,abr-23,5.83,2
  SURA,SB 65-69,abr-23,5.76,4
  XXI-Banorte,SB 65-69,abr-23,5.49,6
  Azteca,SB 65-69,may-23,4.86,7
  Citibanamex,SB 65-69,may-23,4.78,8
  Coppel,SB 65-69,may-23,4.71,9
  Inbursa,SB 65-69,may-23,5.88,1
  Invercap,SB 65-69,may-23,4.53,10
  PensionISSSTE,SB 65-69,may-23,5.81,4
  Principal,SB 65-69,may-23,5.56,5
  Profuturo,SB 65-69,may-23,5.85,2
  SURA,SB 65-69,may-23,5.82,3
  XXI-Banorte,SB 65-69,may-23,5.54,6
  Azteca,SB 65-69,jun-23,4.87,7
  Citibanamex,SB 65-69,jun-23,4.76,8
  Coppel,SB 65-69,jun-23,4.68,9
  Inbursa,SB 65-69,jun-23,5.83,1
  Invercap,SB 65-69,jun-23,4.53,10
  PensionISSSTE,SB 65-69,jun-23,5.81,4
  Principal,SB 65-69,jun-23,5.55,5
  Profuturo,SB 65-69,jun-23,5.83,3
  SURA,SB 65-69,jun-23,5.83,2
  XXI-Banorte,SB 65-69,jun-23,5.54,6
  Azteca,SB 65-69,jul-23,4.87,7
  Citibanamex,SB 65-69,jul-23,4.71,8
  Coppel,SB 65-69,jul-23,4.61,9
  Inbursa,SB 65-69,jul-23,5.77,4
  Invercap,SB 65-69,jul-23,4.52,10
  PensionISSSTE,SB 65-69,jul-23,5.79,3
  Principal,SB 65-69,jul-23,5.54,5
  Profuturo,SB 65-69,jul-23,5.81,1
  SURA,SB 65-69,jul-23,5.81,2
  XXI-Banorte,SB 65-69,jul-23,5.52,6
  Azteca,SB 65-69,ago-23,4.84,7
  Citibanamex,SB 65-69,ago-23,4.63,8
  Coppel,SB 65-69,ago-23,4.53,9
  Inbursa,SB 65-69,ago-23,5.71,4
  Invercap,SB 65-69,ago-23,4.49,10
  PensionISSSTE,SB 65-69,ago-23,5.76,1
  Principal,SB 65-69,ago-23,5.50,5
  Profuturo,SB 65-69,ago-23,5.76,2
  SURA,SB 65-69,ago-23,5.75,3
  XXI-Banorte,SB 65-69,ago-23,5.47,6
  Azteca,SB 65-69,sep-23,4.79,7
  Citibanamex,SB 65-69,sep-23,4.55,8
  Coppel,SB 65-69,sep-23,4.44,10
  Inbursa,SB 65-69,sep-23,5.67,3
  Invercap,SB 65-69,sep-23,4.46,9
  PensionISSSTE,SB 65-69,sep-23,5.71,1
  Principal,SB 65-69,sep-23,5.43,5
  Profuturo,SB 65-69,sep-23,5.68,2
  SURA,SB 65-69,sep-23,5.66,4
  XXI-Banorte,SB 65-69,sep-23,5.39,6
  Azteca,SB 65-69,oct-23,4.70,7
  Citibanamex,SB 65-69,oct-23,4.39,9
  Coppel,SB 65-69,oct-23,4.31,10
  Inbursa,SB 65-69,oct-23,5.62,2
  Invercap,SB 65-69,oct-23,4.40,8
  PensionISSSTE,SB 65-69,oct-23,5.66,1
  Principal,SB 65-69,oct-23,5.32,5
  Profuturo,SB 65-69,oct-23,5.55,3
  SURA,SB 65-69,oct-23,5.49,4
  XXI-Banorte,SB 65-69,oct-23,5.25,6
  Azteca,SB 70-74,ene-23,4.59,9
  Citibanamex,SB 70-74,ene-23,5.24,7
  Coppel,SB 70-74,ene-23,4.83,8
  Inbursa,SB 70-74,ene-23,5.94,2
  Invercap,SB 70-74,ene-23,4.44,10
  PensionISSSTE,SB 70-74,ene-23,5.71,4
  Principal,SB 70-74,ene-23,5.59,5
  Profuturo,SB 70-74,ene-23,6.16,1
  SURA,SB 70-74,ene-23,5.78,3
  XXI-Banorte,SB 70-74,ene-23,5.42,6
  Azteca,SB 70-74,feb-23,4.49,9
  Citibanamex,SB 70-74,feb-23,5.13,7
  Coppel,SB 70-74,feb-23,4.76,8
  Inbursa,SB 70-74,feb-23,5.92,2
  Invercap,SB 70-74,feb-23,4.37,10
  PensionISSSTE,SB 70-74,feb-23,5.65,4
  Principal,SB 70-74,feb-23,5.50,5
  Profuturo,SB 70-74,feb-23,6.06,1
  SURA,SB 70-74,feb-23,5.70,3
  XXI-Banorte,SB 70-74,feb-23,5.34,6
  Azteca,SB 70-74,mar-23,4.51,9
  Citibanamex,SB 70-74,mar-23,5.18,7
  Coppel,SB 70-74,mar-23,4.79,8
  Inbursa,SB 70-74,mar-23,5.94,2
  Invercap,SB 70-74,mar-23,4.40,10
  PensionISSSTE,SB 70-74,mar-23,5.66,4
  Principal,SB 70-74,mar-23,5.51,5
